filename,server_sku,score,status
PXL_20260614_142116011.jpg,ygo-SGX3-ENE04-8581705,0.8517,ocr_confirmed
PXL_20260614_142125789.jpg,ygo-SGX3-ENE07-35798491,0.7745,ocr_confirmed
PXL_20260614_142132953.jpg,ygo-MGED-EN082-79747096,0.7716,ocr_confirmed
PXL_20260614_142142661.jpg,ygo-RA04-EN032-32600024,0.7088,ocr_confirmed
PXL_20260614_142152584.jpg,ygo-RA04-EN045-29280200,0.8813,ocr_confirmed
PXL_20260614_142202218.jpg,ygo-SGX3-END20-6799227,0.95,ocr_confirmed
PXL_20260614_142211660.jpg,ygo-SDBT-EN007-88078306,0.8576,ocr_confirmed
PXL_20260614_142218935.jpg,ygo-SGX3-END18-80193355,0.95,ocr_confirmed
PXL_20260614_142231592.jpg,ygo-SGX3-END16-67987611,0.6735,ocr_confirmed
PXL_20260614_142240207.jpg,ygo-SGX3-END14-36100154,0.8051,ocr_confirmed
PXL_20260614_142249204.jpg,ygo-SGX3-ENE01-61370518,0.8532,ocr_confirmed
PXL_20260614_142259295.jpg,ygo-MGED-EN109-81119816,0.8023,ocr_confirmed
PXL_20260614_142313225.jpg,ygo-RA04-EN057-73580471,0.95,ocr_confirmed
PXL_20260614_142324969.jpg,ygo-RA04-EN066-63746411,0.8606,ocr_confirmed
PXL_20260614_142334884.jpg,ygo-RA04-EN064-12014404,0.7946,ocr_confirmed
PXL_20260614_142342775.jpg,ygo-MGED-EN115-43886072,0.8678,ocr_confirmed
PXL_20260614_142343980.jpg,ygo-MGED-EN115-43886072,0.8746,ocr_confirmed
PXL_20260614_142356212.jpg,ygo-MP25-EN027-46502744,0.8427,low_confidence
PXL_20260614_142404352.jpg,ygo-SDBT-EN005-28201945,0.8399,ocr_confirmed
PXL_20260614_142414276.jpg,ygo-MGED-EN068-9753964,0.8824,ocr_confirmed
PXL_20260614_142426760.jpg,ygo-SDBT-EN008-28868394,0.8565,ocr_confirmed
PXL_20260614_142434918.jpg,ygo-SDBT-EN006-45803070,0.8422,ocr_confirmed
PXL_20260614_142447926.jpg,ygo-DREV-EN087-79965360,0.8288,low_confidence
PXL_20260614_142455597.jpg,ygo-SGX3-END13-712559,0.8109,ocr_confirmed
PXL_20260614_142509362.jpg,me2pt5-28,0.8623,ocr_confirmed
PXL_20260614_142522795.jpg,swsh6-18,0.8507,ocr_confirmed
PXL_20260614_142532460.jpg,me2pt5-99,0.8628,ocr_confirmed
PXL_20260614_142549494.jpg,me2pt5-12,0.8166,ocr_confirmed
PXL_20260614_142600245.jpg,sv4pt5-47,0.8733,ocr_confirmed
PXL_20260614_142612080.jpg,me2pt5-102,0.8811,ocr_confirmed
PXL_20260614_142622036.jpg,me2pt5-60,0.8286,ocr_confirmed
PXL_20260614_142635747.jpg,sv8-14,0.8499,ocr_confirmed
PXL_20260614_142644963.jpg,me1-84,0.8667,ocr_confirmed
PXL_20260614_142654342.jpg,sv8-141,0.9033,ocr_confirmed
PXL_20260614_142704322.jpg,sv3-141,0.95,ocr_confirmed
PXL_20260614_142715908.jpg,sv8pt5-49,0.8912,ocr_confirmed
PXL_20260614_142726129.jpg,rsv10pt5-68,0.8675,ocr_confirmed
PXL_20260614_142735982.jpg,sv3-85,0.8791,ok
PXL_20260614_142743518.jpg,swsh11-26,0.6552,ocr_confirmed
PXL_20260614_142756027.jpg,swsh11-36,0.8865,ok
PXL_20260614_142808018.jpg,swsh11-39,0.6614,ocr_confirmed
PXL_20260614_142816503.jpg,swsh11-106,0.8321,ocr_confirmed
PXL_20260614_142824471.jpg,me1-92,0.8549,ocr_confirmed
PXL_20260614_142835186.jpg,sv9-155,0.8092,ocr_confirmed
PXL_20260614_142843227.jpg,sv10-9,0.8501,ok
PXL_20260614_142852519.jpg,sv10-138,0.8725,ocr_confirmed
PXL_20260614_142902019.jpg,zsv10pt5-64,0.8393,ocr_confirmed
PXL_20260614_142911617.jpg,sv6-149,0.8495,ocr_confirmed
PXL_20260614_142922019.jpg,swsh8-67,0.8423,ocr_confirmed
PXL_20260614_142936380.jpg,me2pt5-99,0.8663,ocr_confirmed
PXL_20260614_142942971.jpg,me2pt5-99,0.9024,ocr_confirmed
PXL_20260614_142955866.jpg,sv5-118,0.8549,ocr_confirmed
PXL_20260614_145802704.jpg,ygo-MP24-EN355-6214163,0.7402,ocr_confirmed
PXL_20260614_145810880.jpg,ygo-MGED-EN134-33746252,0.8489,ocr_confirmed
PXL_20260614_145820431.jpg,ygo-SGX3-END15-81325903,0.95,ocr_confirmed
PXL_20260614_145828626.jpg,ygo-GFTP-EN023-65563871,0.6697,low_confidence
PXL_20260614_145839954.jpg,ygo-MP24-EN350-19271881,0.95,ocr_confirmed
PXL_20260614_145846075.jpg,ygo-SGX3-ENE03-35975813,0.8349,ocr_confirmed
PXL_20260614_145853801.jpg,ygo-MP24-EN382-11802691,0.95,ocr_confirmed
PXL_20260614_145900355.jpg,ygo-MP24-EN322-9175957,0.95,ocr_confirmed
PXL_20260614_145905483.jpg,ygo-DUEA-ENDE4-52551211,0.7051,low_confidence
PXL_20260614_145914893.jpg,ygo-MP24-EN301-93953933,0.8948,ocr_confirmed
PXL_20260614_145922572.jpg,ygo-MP24-EN312-39078434,0.8715,ocr_confirmed
PXL_20260614_145931434.jpg,mtg-snc-26,0.8589,ocr_confirmed
PXL_20260614_145940712.jpg,mtg-snc-36,0.8511,ocr_confirmed
PXL_20260614_145949132.jpg,mtg-snc-253,0.803,ocr_confirmed
PXL_20260614_145959318.jpg,mtg-snc-150,0.8896,ocr_confirmed
PXL_20260614_150011334.jpg,mtg-snc-84,0.8078,ocr_confirmed
PXL_20260614_150015927.jpg,sv8pt5-79,0.8745,ocr_confirmed
PXL_20260614_150023502.jpg,sv8pt5-16,0.875,ocr_confirmed
PXL_20260614_150029944.jpg,sv6-161,0.8827,ocr_confirmed
PXL_20260614_150036169.jpg,sv3pt5-86,0.8955,ocr_confirmed
PXL_20260614_150042218.jpg,sv3pt5-74,0.9019,ocr_confirmed
PXL_20260614_150049650.jpg,sv3pt5-58,0.8447,ocr_confirmed
PXL_20260614_150058376.jpg,sv8pt5-77,0.8808,ocr_confirmed
PXL_20260614_150103783.jpg,me2pt5-169,0.8595,ocr_confirmed
PXL_20260614_150112135.jpg,me2pt5-54,0.8462,ocr_confirmed
PXL_20260614_150120399.jpg,me2pt5-117,0.95,ocr_confirmed
PXL_20260614_150127161.jpg,me2pt5-65,0.8753,ocr_confirmed
PXL_20260614_150132945.jpg,me2pt5-166,0.858,ocr_confirmed
PXL_20260614_150138550.jpg,me2pt5-23,0.8366,ocr_confirmed
PXL_20260614_150145533.jpg,me1-18,0.8519,ocr_confirmed
PXL_20260614_150155416.jpg,me1-110,0.87,ocr_confirmed
PXL_20260614_150204085.jpg,me1-62,0.8529,ocr_confirmed
PXL_20260614_150214067.jpg,me1-12,0.8433,ocr_confirmed
PXL_20260614_150220817.jpg,me1-49,0.8667,ocr_confirmed
PXL_20260614_150229795.jpg,me1-11,0.8634,ocr_confirmed
PXL_20260614_150236176.jpg,rsv10pt5-69,0.8468,ocr_confirmed
PXL_20260614_150244788.jpg,sv3-17,0.884,ocr_confirmed
PXL_20260614_150251334.jpg,sv3-76,0.8307,ocr_confirmed
PXL_20260614_150259142.jpg,swsh12-130,0.8902,ocr_confirmed
PXL_20260614_150306972.jpg,swsh12-141,0.9047,ocr_confirmed
PXL_20260614_150313714.jpg,sv1-6,0.8322,ocr_confirmed
PXL_20260614_150322569.jpg,sv1-85,0.8579,ocr_confirmed
PXL_20260614_150330244.jpg,sv8-168,0.7312,ocr_confirmed
PXL_20260614_150336380.jpg,sv8pt5-71,0.8952,ocr_confirmed
PXL_20260614_150341969.jpg,sv3pt5-39,0.8909,ocr_confirmed
PXL_20260614_150350811.jpg,sv8pt5-68,0.8935,ocr_confirmed
PXL_20260614_150401176.jpg,me2pt5-49,0.8742,ocr_confirmed
PXL_20260614_150408378.jpg,me2pt5-52,0.8585,ocr_confirmed
PXL_20260614_151354527.jpg,ygo-MP24-EN394-54851325,0.7702,ocr_confirmed
PXL_20260614_151402616.jpg,ygo-SDBT-EN009-36956512,0.8784,ocr_confirmed
PXL_20260614_151411807.jpg,ygo-SGX3-ENE02-49881766,0.8345,ocr_confirmed
PXL_20260614_151420622.jpg,ygo-MP24-EN331-33925864,0.8315,ocr_confirmed
PXL_20260614_151428467.jpg,ygo-BLMR-EN046-97417863,0.7706,low_confidence
PXL_20260614_151439224.jpg,ygo-SDBT-EN016-85032782,0.8551,ocr_confirmed
PXL_20260614_151447730.jpg,ygo-SGX3-END11-32807846,0.95,ocr_confirmed
PXL_20260614_151459012.jpg,ygo-MP24-EN319-12954226,0.832,ocr_confirmed
PXL_20260614_151505558.jpg,mtg-snc-269,0.9063,ocr_confirmed
PXL_20260614_151512899.jpg,mtg-snc-122,0.8581,ocr_confirmed
PXL_20260614_151526754.jpg,mtg-snc-18,0.8208,ocr_confirmed
PXL_20260614_151532589.jpg,mtg-snc-132,0.7166,ocr_confirmed
PXL_20260614_151541285.jpg,swsh11-75,0.8566,ocr_confirmed
PXL_20260614_151551049.jpg,me1-112,0.95,ocr_confirmed
PXL_20260614_151557195.jpg,swsh11-4,0.8792,ocr_confirmed
PXL_20260614_151605356.jpg,swsh11-44,0.8386,ocr_confirmed
PXL_20260614_151612027.jpg,me1-24,0.8563,ocr_confirmed
PXL_20260614_151618378.jpg,swsh11-2,0.8843,ocr_confirmed
PXL_20260614_151624928.jpg,swsh11-68,0.8432,ocr_confirmed
PXL_20260614_151632925.jpg,me2pt5-16,0.8429,ocr_confirmed
PXL_20260614_151640950.jpg,rsv10pt5-11,0.8351,ocr_confirmed
PXL_20260614_151648762.jpg,rsv10pt5-22,0.8616,ocr_confirmed
PXL_20260614_151658774.jpg,swsh12-31,0.863,ocr_confirmed
PXL_20260614_151708246.jpg,zsv10pt5-30,0.8288,ocr_confirmed
PXL_20260614_151716709.jpg,sv1-22,0.8342,ocr_confirmed
PXL_20260614_151723180.jpg,sv1-12,0.8495,ocr_confirmed
PXL_20260614_151731390.jpg,sv4pt5-86,0.8007,ocr_confirmed
PXL_20260614_151740892.jpg,me2pt5-161,0.8848,ocr_confirmed
PXL_20260614_151746897.jpg,me2pt5-17,0.8648,ocr_confirmed
PXL_20260614_151753491.jpg,me2pt5-216,0.7723,ocr_confirmed
PXL_20260614_151759942.jpg,sv3pt5-98,0.8939,ocr_confirmed
PXL_20260614_151809612.jpg,sv8pt5-81,0.8825,ocr_confirmed
PXL_20260614_151820267.jpg,me3-75,0.893,ocr_confirmed
PXL_20260614_151829888.jpg,sv8-184,0.8092,ocr_confirmed
PXL_20260614_151837934.jpg,me3-84,0.8968,ocr_confirmed
PXL_20260614_151856075.jpg,sv4pt5-18,0.8657,ocr_confirmed
PXL_20260614_151902040.jpg,sv4pt5-77,0.8904,ocr_confirmed
PXL_20260614_151908385.jpg,swsh12-1,0.8459,ocr_confirmed
PXL_20260614_151918734.jpg,zsv10pt5-74,0.8799,ocr_confirmed
PXL_20260614_151927501.jpg,sv3-126,0.8722,ocr_confirmed
PXL_20260614_151934750.jpg,rsv10pt5-28,0.95,ocr_confirmed
PXL_20260614_151941246.jpg,sv3-174,0.8781,ocr_confirmed
PXL_20260614_151948024.jpg,me1-69,0.882,ocr_confirmed
PXL_20260614_151954420.jpg,swsh11-145,0.8308,ocr_confirmed
PXL_20260614_151959842.jpg,rsv10pt5-1,0.8704,ocr_confirmed
PXL_20260614_152010902.jpg,rsv10pt5-28,0.8494,ocr_confirmed
PXL_20260614_152021207.jpg,rsv10pt5-73,0.8929,ocr_confirmed
PXL_20260614_152028080.jpg,me1-31,0.8609,ocr_confirmed
PXL_20260614_152036990.jpg,me1-18,0.8354,ocr_confirmed
PXL_20260614_152044949.jpg,rsv10pt5-58,0.8607,ocr_confirmed
